"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,259462.131,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,250542.174,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,249939.111,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,250057.722,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,251862.02,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,252961.632,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","CQRSA","National currency, current prices, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,253771.324,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",229482.471,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",230961.136,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",234364.129,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",242500.657,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",232308.434,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",233203.909,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",233645.417,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",234682.778,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",235732.328,,
"ITA","Italy","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions","2010","2010",236298.67,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","JPY","Yen","9","billions",,,73501.4,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","JPY","Yen","9","billions",,,71406.8,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","JPY","Yen","9","billions",,,70366.4,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","JPY","Yen","9","billions",,,71723,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","JPY","Yen","9","billions",,,72667.7,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","JPY","Yen","9","billions","2005","2005",76897.2,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","JPY","Yen","9","billions","2005","2005",75511.8,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","JPY","Yen","9","billions","2005","2005",73623.3,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","JPY","Yen","9","billions","2005","2005",75353.4,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","JPY","Yen","9","billions","2005","2005",76158.2,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","JPY","Yen","9","billions","2005","2005",75388.525,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","JPY","Yen","9","billions","2005","2005",75626.275,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","JPY","Yen","9","billions","2005","2005",75009.1,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","JPY","Yen","9","billions","2005","2005",75330.75,,
"JPN","Japan","P31DC","Households consumption expenditure (Domestic Concept)","LNBQRSA","National currency, chained volume estimates, national reference year, quarterly levels, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","JPY","Yen","9","billions","2005","2005",74692.6,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","KRW","Won","9","billions",,,180754.8,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","KRW","Won","9","billions",,,179280.8,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","KRW","Won","9","billions",,,175271.8,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","KRW","Won","9","billions",,,181139,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","KRW","Won","9","billions",,,187041.8,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","KRW","Won","9","billions","2010","2010",166530,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","KRW","Won","9","billions","2010","2010",166013.6,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","KRW","Won","9","billions","2010","2010",159904,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","KRW","Won","9","billions","2010","2010",164488.7,,
"KOR","Korea","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","KRW","Won","9","billions","2010","2010",170482.8,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions",,,4609.081,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions",,,4239.509,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions",,,4445.737,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions",,,4270.629,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","CQR","National currency, current prices, quarterly levels","Q","Quarterly","2015-Q4","Q4-2015","EUR","Euro","6","millions",,,4550.452,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2014-Q4","Q4-2014","EUR","Euro","6","millions","2010","2010",4295.904,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q1","Q1-2015","EUR","Euro","6","millions","2010","2010",3978.818,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q2","Q2-2015","EUR","Euro","6","millions","2010","2010",4122.725,,
"LUX","Luxembourg","P31DC","Households consumption expenditure (Domestic Concept)","LNBQR","National currency, chained volume estimates, national reference year, quarterly levels","Q","Quarterly","2015-Q3","Q3-2015","EUR","Euro","6","millions","2010","2010",3950.663,,
